Region,Year,Month,Day,Thermal Generation Actual (in MU),Hydro Generation Actual (in MU)
Eastern,2019,8,7,496.96,90.02
NorthEastern,2019,8,7,29.73,30.44
Northern,2019,8,8,654.82,341.97
Western,2019,8,8,1141.45,42.17
Southern,2019,8,8,532.19,96.14
Eastern,2019,8,8,496.96,90.02
NorthEastern,2019,8,8,30.23,30.44
Northern,2019,8,9,667.25,341.97
Western,2019,8,9,1165.45,42.17
Southern,2019,8,9,532.19,96.14
Eastern,2019,8,9,496.96,90.02
NorthEastern,2019,8,9,30.23,30.44
Northern,2019,8,10,667.25,341.97
Western,2019,8,10,1170.78,42.17
Southern,2019,8,10,516.35,96.14
Eastern,2019,8,10,496.96,90.02
NorthEastern,2019,8,10,30.23,30.44
Northern,2019,8,11,679.25,341.97
Western,2019,8,11,1183.14,42.17
Southern,2019,8,11,516.35,96.14
Eastern,2019,8,11,499.72,90.02
NorthEastern,2019,8,11,30.23,30.44
Northern,2019,8,12,679.25,341.97
Western,2019,8,12,1183.14,42.17
Southern,2019,8,12,516.35,96.14
Eastern,2019,8,12,496.9,90.02
NorthEastern,2019,8,12,30.23,30.44
Northern,2019,8,13,679.25,341.97
Western,2019,8,13,1180.06,42.17
Southern,2019,8,13,511.02,96.14
Eastern,2019,8,13,495.65,90.02
NorthEastern,2019,8,13,30.23,30.44
Northern,2019,8,14,684.14,341.97
Western,2019,8,14,1185.93,42.17
Southern,2019,8,14,519.52,96.14
Eastern,2019,8,14,495.65,90.02
NorthEastern,2019,8,14,30.23,30.44
Northern,2019,8,15,696.09,341.97
Western,2019,8,15,1174.72,42.17
Southern,2019,8,15,523.93,96.14
Eastern,2019,8,15,496.0,90.02
NorthEastern,2019,8,15,30.23,30.44
Northern,2019,8,16,684.49,341.97
Western,2019,8,16,1153.12,42.17
Southern,2019,8,16,528.43,96.14
Eastern,2019,8,16,492.04,90.02
NorthEastern,2019,8,16,30.23,30.44
Northern,2019,8,17,684.49,341.97
Western,2019,8,17,1153.12,42.17
Southern,2019,8,17,528.43,96.14
Eastern,2019,8,17,488.04,90.02
NorthEastern,2019,8,17,30.23,30.44
Northern,2019,8,18,684.49,341.97
Western,2019,8,18,1153.12,42.17
Southern,2019,8,18,536.91,96.14
Eastern,2019,8,18,488.04,90.02
NorthEastern,2019,8,18,30.23,30.44
Northern,2019,8,19,678.78,341.97
Western,2019,8,19,1153.12,42.17
Southern,2019,8,19,544.45,96.14
Eastern,2019,8,19,488.04,90.02
NorthEastern,2019,8,19,30.23,30.44
Northern,2019,8,20,675.83,341.97
Western,2019,8,20,1162.24,42.17
Southern,2019,8,20,551.53,96.14
Eastern,2019,8,20,491.62,90.02
NorthEastern,2019,8,20,30.23,30.44
Northern,2019,8,21,675.83,341.97
Western,2019,8,21,1164.87,42.17
Southern,2019,8,21,547.88,96.14
Eastern,2019,8,21,488.2,90.02
NorthEastern,2019,8,21,30.5,30.44
Northern,2019,8,22,677.96,341.97
Western,2019,8,22,1173.07,42.17
Southern,2019,8,22,547.88,96.14
Eastern,2019,8,22,488.2,90.02
NorthEastern,2019,8,22,30.5,30.44
Northern,2019,8,23,677.96,341.97
Western,2019,8,23,1188.18,42.17
Southern,2019,8,23,544.11,96.14
Eastern,2019,8,23,488.2,90.02
NorthEastern,2019,8,23,30.5,30.44
Northern,2019,8,24,675.31,341.97
Western,2019,8,24,1188.18,42.17
Southern,2019,8,24,544.11,96.14
Eastern,2019,8,24,496.46,90.02
NorthEastern,2019,8,24,30.5,30.44
Northern,2019,8,25,675.31,341.97
Western,2019,8,25,1182.35,42.17
Southern,2019,8,25,554.68,96.14
Eastern,2019,8,25,496.46,90.02
NorthEastern,2019,8,25,30.5,30.44
Northern,2019,8,26,675.31,341.97
Western,2019,8,26,1194.27,42.17
Southern,2019,8,26,565.41,96.14
Eastern,2019,8,26,496.46,90.02
NorthEastern,2019,8,26,30.5,30.44
Northern,2019,8,27,677.96,341.97
Western,2019,8,27,1195.67,42.17
Southern,2019,8,27,565.41,96.14
Eastern,2019,8,27,492.31,90.02
NorthEastern,2019,8,27,30.5,30.44
Northern,2019,8,28,677.96,341.97
Western,2019,8,28,1195.67,42.17
Southern,2019,8,28,568.41,96.14
Eastern,2019,8,28,496.98,90.02
NorthEastern,2019,8,28,30.5,30.44
Northern,2019,8,29,677.96,341.97
Western,2019,8,29,1180.56,42.17
Southern,2019,8,29,572.08,96.14
Eastern,2019,8,29,496.98,90.02
NorthEastern,2019,8,29,34.83,30.44
Northern,2019,8,30,677.96,341.97
Western,2019,8,30,1174.25,42.17
Southern,2019,8,30,572.08,96.14
Eastern,2019,8,30,496.98,90.02
NorthEastern,2019,8,30,34.83,30.44
Northern,2019,8,31,677.96,341.97
Western,2019,8,31,1194.25,42.17
Southern,2019,8,31,589.08,96.14
Eastern,2019,8,31,496.98,90.02
NorthEastern,2019,8,31,34.83,30.44
Northern,2019,9,1,696.56,257.05
Western,2019,9,1,1222.95,45.76
Southern,2019,9,1,579.38,100.04
Eastern,2019,9,1,510.82,86.01
NorthEastern,2019,9,1,34.45,33.99
Northern,2019,9,2,696.56,257.05
Western,2019,9,2,1222.95,45.76
Southern,2019,9,2,579.38,100.04
Eastern,2019,9,2,510.82,86.01
NorthEastern,2019,9,2,34.45,33.99
Northern,2019,9,3,693.92,257.05
Western,2019,9,3,1222.95,45.76
Southern,2019,9,3,579.38,100.04
Eastern,2019,9,3,500.22,86.01
NorthEastern,2019,9,3,34.45,33.99
Northern,2019,9,4,693.92,257.05
Western,2019,9,4,1222.95,45.76
Southern,2019,9,4,579.38,100.04
Eastern,2019,9,4,500.22,86.01
NorthEastern,2019,9,4,34.45,33.99
Northern,2019,9,5,693.92,257.05
Western,2019,9,5,1234.83,45.76
Southern,2019,9,5,579.38,100.04
Eastern,2019,9,5,500.22,86.01
NorthEastern,2019,9,5,35.03,33.99
Northern,2019,9,6,706.96,257.05
Western,2019,9,6,1234.83,45.76
Southern,2019,9,6,579.38,100.04
Eastern,2019,9,6,500.22,86.01
NorthEastern,2019,9,6,35.03,33.99
Northern,2019,9,7,706.96,257.05
Western,2019,9,7,1227.21,45.76
Southern,2019,9,7,583.38,100.04
Eastern,2019,9,7,500.22,86.01
NorthEastern,2019,9,7,35.03,33.99
Northern,2019,9,8,706.96,257.05
Western,2019,9,8,1227.21,45.76
Southern,2019,9,8,583.38,100.04
Eastern,2019,9,8,500.22,86.01
NorthEastern,2019,9,8,35.51,33.99
Northern,2019,9,9,710.14,257.05
Western,2019,9,9,1230.76,45.76
Southern,2019,9,9,583.38,100.04
Eastern,2019,9,9,500.87,86.01
NorthEastern,2019,9,9,35.51,33.99
Northern,2019,9,10,710.14,257.05
Western,2019,9,10,1231.81,45.76
Southern,2019,9,10,583.38,100.04
Eastern,2019,9,10,500.87,86.01
NorthEastern,2019,9,10,35.51,33.99
Northern,2019,9,11,709.58,257.05
Western,2019,9,11,1231.21,45.76
Southern,2019,9,11,583.38,100.04
Eastern,2019,9,11,500.87,86.01
NorthEastern,2019,9,11,35.51,33.99
Northern,2019,9,12,709.58,257.05
Western,2019,9,12,1231.21,45.76
Southern,2019,9,12,588.27,100.04
Eastern,2019,9,12,500.87,86.01
NorthEastern,2019,9,12,35.51,33.99
Northern,2019,9,13,712.8,257.05
Western,2019,9,13,1231.21,45.76
Southern,2019,9,13,588.27,100.04
Eastern,2019,9,13,500.87,86.01
NorthEastern,2019,9,13,35.51,33.99
Northern,2019,9,14,712.8,257.05
Western,2019,9,14,1243.09,45.76
Southern,2019,9,14,588.27,100.04
Eastern,2019,9,14,500.87,86.01
NorthEastern,2019,9,14,35.51,33.99
Northern,2019,9,15,712.8,257.05
Western,2019,9,15,1241.5,45.76
Southern,2019,9,15,588.27,100.04
Eastern,2019,9,15,495.87,86.01
NorthEastern,2019,9,15,34.94,33.99
Northern,2019,9,16,703.0,257.05
Western,2019,9,16,1267.42,45.76
Southern,2019,9,16,592.0,100.04
Eastern,2019,9,16,495.87,86.01
NorthEastern,2019,9,16,34.94,33.99
Northern,2019,9,17,703.0,257.05
Western,2019,9,17,1267.42,45.76
Southern,2019,9,17,592.0,100.04
Eastern,2019,9,17,495.87,86.01
NorthEastern,2019,9,17,34.94,33.99
Northern,2019,9,18,703.0,257.05
Western,2019,9,18,1267.42,45.76
Southern,2019,9,18,592.0,100.04
Eastern,2019,9,18,495.87,86.01
NorthEastern,2019,9,18,34.94,33.99
Northern,2019,9,19,703.0,257.05
Western,2019,9,19,1269.92,45.76
Southern,2019,9,19,592.0,100.04
Eastern,2019,9,19,495.87,86.01
NorthEastern,2019,9,19,34.94,33.99
Northern,2019,9,20,703.0,257.05
Western,2019,9,20,1287.65,45.76
Southern,2019,9,20,587.84,100.04
Eastern,2019,9,20,495.87,86.01
NorthEastern,2019,9,20,34.94,33.99
Northern,2019,9,21,704.9,257.05
Western,2019,9,21,1290.95,45.76
Southern,2019,9,21,603.84,100.04
Eastern,2019,9,21,504.67,86.01
NorthEastern,2019,9,21,34.94,33.99
Northern,2019,9,22,704.9,257.05
Western,2019,9,22,1299.62,45.76
Southern,2019,9,22,607.95,100.04
Eastern,2019,9,22,509.67,86.01
NorthEastern,2019,9,22,34.94,33.99
Northern,2019,9,23,704.9,257.05
Western,2019,9,23,1299.62,45.76
Southern,2019,9,23,607.95,100.04
Eastern,2019,9,23,509.67,86.01
NorthEastern,2019,9,23,34.94,33.99
Northern,2019,9,24,704.9,257.05
Western,2019,9,24,1299.62,45.76
Southern,2019,9,24,613.09,100.04
Eastern,2019,9,24,509.67,86.01
NorthEastern,2019,9,24,34.94,33.99
Northern,2019,9,25,701.82,257.05
Western,2019,9,25,1299.62,45.76
Southern,2019,9,25,613.09,100.04
Eastern,2019,9,25,509.67,86.01
NorthEastern,2019,9,25,34.94,33.99
Northern,2019,9,26,701.82,257.05
Western,2019,9,26,1305.42,45.76
Southern,2019,9,26,613.09,100.04
Eastern,2019,9,26,513.67,86.01
NorthEastern,2019,9,26,34.94,33.99
Northern,2019,9,27,701.82,257.05
Western,2019,9,27,1305.42,45.76
Southern,2019,9,27,618.34,100.04
Eastern,2019,9,27,513.67,86.01
NorthEastern,2019,9,27,34.94,33.99
Northern,2019,9,28,701.82,257.05
Western,2019,9,28,1305.42,45.76
Southern,2019,9,28,618.34,100.04
Eastern,2019,9,28,524.27,86.01
NorthEastern,2019,9,28,34.94,33.99
Northern,2019,9,29,701.82,257.05
Western,2019,9,29,1305.42,45.76
Southern,2019,9,29,618.34,100.04
Eastern,2019,9,29,526.57,86.01
NorthEastern,2019,9,29,34.94,33.99
Northern,2019,9,30,701.82,257.05
Western,2019,9,30,1313.42,45.76
Southern,2019,9,30,618.34,100.04
Eastern,2019,9,30,526.57,86.01
NorthEastern,2019,9,30,34.94,33.99
Northern,2019,10,1,702.29,157.27
Western,2019,10,1,1332.38,34.47
Southern,2019,10,1,597.09,84.88
Eastern,2019,10,1,530.46,64.81
NorthEastern,2019,10,1,34.89,26.91
Northern,2019,10,2,705.36,157.27
Western,2019,10,2,1332.38,34.47
Southern,2019,10,2,597.09,84.88
Eastern,2019,10,2,530.46,64.81
NorthEastern,2019,10,2,34.89,26.91
Northern,2019,10,3,705.36,157.27
Western,2019,10,3,1332.38,34.47
Southern,2019,10,3,597.09,84.88
Eastern,2019,10,3,530.46,64.81
NorthEastern,2019,10,3,34.89,26.91
Northern,2019,10,4,705.36,157.27
Western,2019,10,4,1332.38,34.47
Southern,2019,10,4,600.88,84.88
Eastern,2019,10,4,530.46,64.81
NorthEastern,2019,10,4,34.89,26.91
Northern,2019,10,5,705.36,157.27
Western,2019,10,5,1332.38,34.47
Southern,2019,10,5,597.38,84.88
Eastern,2019,10,5,530.46,64.81
NorthEastern,2019,10,5,34.89,26.91
Northern,2019,10,6,702.58,157.27
Western,2019,10,6,1343.26,34.47
Southern,2019,10,6,597.38,84.88
Eastern,2019,10,6,530.46,64.81
NorthEastern,2019,10,6,34.89,26.91
Northern,2019,10,7,702.58,157.27
Western,2019,10,7,1343.26,34.47
Southern,2019,10,7,597.38,84.88
Eastern,2019,10,7,530.46,64.81
NorthEastern,2019,10,7,34.89,26.91
Northern,2019,10,8,702.58,157.27
Western,2019,10,8,1343.26,34.47
Southern,2019,10,8,597.38,84.88
Eastern,2019,10,8,530.46,64.81
NorthEastern,2019,10,8,34.89,26.91
Northern,2019,10,9,702.58,157.27
Western,2019,10,9,1343.26,34.47
Southern,2019,10,9,597.38,84.88
Eastern,2019,10,9,528.19,64.81
NorthEastern,2019,10,9,34.89,26.91
Northern,2019,10,10,702.58,157.27
Western,2019,10,10,1343.26,34.47
Southern,2019,10,10,597.38,84.88
Eastern,2019,10,10,528.19,64.81
NorthEastern,2019,10,10,34.89,26.91
Northern,2019,10,11,711.55,157.27
Western,2019,10,11,1343.26,34.47
Southern,2019,10,11,605.33,84.88
Eastern,2019,10,11,528.19,64.81
NorthEastern,2019,10,11,34.89,26.91
Northern,2019,10,12,711.55,157.27
Western,2019,10,12,1343.26,34.47
Southern,2019,10,12,605.33,84.88
Eastern,2019,10,12,528.19,64.81
NorthEastern,2019,10,12,34.89,26.91
Northern,2019,10,13,711.55,157.27
Western,2019,10,13,1343.26,34.47
Southern,2019,10,13,605.33,84.88
Eastern,2019,10,13,528.19,64.81
NorthEastern,2019,10,13,34.89,26.91
Northern,2019,10,14,714.33,157.27
Western,2019,10,14,1343.26,34.47
Southern,2019,10,14,605.33,84.88
Eastern,2019,10,14,528.19,64.81
NorthEastern,2019,10,14,34.89,26.91
Northern,2019,10,15,711.29,157.27
Western,2019,10,15,1341.76,34.47
Southern,2019,10,15,605.37,84.88
Eastern,2019,10,15,528.19,64.81
NorthEastern,2019,10,15,34.89,26.91
Northern,2019,10,16,711.29,157.27
Western,2019,10,16,1341.76,34.47
Southern,2019,10,16,612.5,84.88
Eastern,2019,10,16,528.19,64.81
NorthEastern,2019,10,16,34.89,26.91
Northern,2019,10,17,711.29,157.27
Western,2019,10,17,1341.76,34.47
Southern,2019,10,17,612.5,84.88
Eastern,2019,10,17,528.19,64.81
NorthEastern,2019,10,17,34.89,26.91
Northern,2019,10,18,711.29,157.27
Western,2019,10,18,1341.76,34.47
Southern,2019,10,18,612.5,84.88
Eastern,2019,10,18,528.19,64.81
NorthEastern,2019,10,18,34.89,26.91
Northern,2019,10,19,713.94,157.27
Western,2019,10,19,1341.76,34.47
Southern,2019,10,19,612.5,84.88
Eastern,2019,10,19,528.19,64.81
NorthEastern,2019,10,19,34.89,26.91
Northern,2019,10,20,711.29,157.27
Western,2019,10,20,1341.76,34.47
Southern,2019,10,20,612.5,84.88
Eastern,2019,10,20,528.19,64.81
NorthEastern,2019,10,20,35.47,26.91
Northern,2019,10,21,711.29,157.27
Western,2019,10,21,1341.76,34.47
Southern,2019,10,21,613.5,84.88
Eastern,2019,10,21,528.19,64.81
NorthEastern,2019,10,21,35.47,26.91
Northern,2019,10,22,714.33,157.27
Western,2019,10,22,1341.76,34.47
Southern,2019,10,22,613.5,84.88
Eastern,2019,10,22,528.19,64.81
NorthEastern,2019,10,22,35.47,26.91
Northern,2019,10,23,714.33,157.27
Western,2019,10,23,1337.94,34.47
Southern,2019,10,23,613.5,84.88
Eastern,2019,10,23,528.19,64.81
NorthEastern,2019,10,23,35.47,26.91
Northern,2019,10,24,714.33,157.27
Western,2019,10,24,1337.94,34.47
Southern,2019,10,24,613.5,84.88
Eastern,2019,10,24,528.19,64.81
NorthEastern,2019,10,24,35.47,26.91
Northern,2019,10,25,714.26,157.27
Western,2019,10,25,1337.94,34.47
Southern,2019,10,25,613.5,84.88
Eastern,2019,10,25,528.19,64.81
NorthEastern,2019,10,25,35.47,26.91
Northern,2019,10,26,714.26,157.27
Western,2019,10,26,1337.94,34.47
Southern,2019,10,26,603.7,84.88
Eastern,2019,10,26,528.19,64.81
NorthEastern,2019,10,26,35.47,26.91
Northern,2019,10,27,714.26,157.27
Western,2019,10,27,1340.74,34.47
Southern,2019,10,27,603.7,84.88
Eastern,2019,10,27,528.19,64.81
NorthEastern,2019,10,27,35.47,26.91
Northern,2019,10,28,716.91,157.27
Western,2019,10,28,1340.74,34.47
Southern,2019,10,28,603.7,84.88
Eastern,2019,10,28,528.19,64.81
NorthEastern,2019,10,28,35.47,26.91
Northern,2019,10,29,716.98,157.27
Western,2019,10,29,1340.74,34.47
Southern,2019,10,29,603.7,84.88
Eastern,2019,10,29,527.42,64.81
NorthEastern,2019,10,29,35.47,26.91
Northern,2019,10,30,716.98,157.27
Western,2019,10,30,1340.74,34.47
Southern,2019,10,30,603.7,84.88
Eastern,2019,10,30,527.42,64.81
NorthEastern,2019,10,30,35.47,26.91
Northern,2019,10,31,716.98,157.27
Western,2019,10,31,1340.74,34.47
Southern,2019,10,31,603.7,84.88
Eastern,2019,10,31,527.42,64.81
NorthEastern,2019,10,31,35.47,26.91
Northern,2019,11,1,678.04,117.75
Western,2019,11,1,1302.91,36.4
Southern,2019,11,1,580.74,64.27
Eastern,2019,11,1,480.63,37.92
NorthEastern,2019,11,1,35.52,18.37
Northern,2019,11,2,678.04,117.75
Western,2019,11,2,1302.91,36.4
Southern,2019,11,2,580.74,64.27
Eastern,2019,11,2,480.63,37.92
NorthEastern,2019,11,2,35.52,18.37
Northern,2019,11,3,678.15,117.75
Western,2019,11,3,1302.91,36.4
Southern,2019,11,3,580.74,64.27
Eastern,2019,11,3,480.63,37.92
NorthEastern,2019,11,3,35.52,18.37
Northern,2019,11,4,668.86,117.75
Western,2019,11,4,1302.91,36.4
Southern,2019,11,4,580.74,64.27
Eastern,2019,11,4,480.63,37.92
NorthEastern,2019,11,4,35.52,18.37
Northern,2019,11,5,668.86,117.75
Western,2019,11,5,1300.35,36.4
Southern,2019,11,5,580.74,64.27
Eastern,2019,11,5,480.63,37.92
NorthEastern,2019,11,5,35.52,18.37
Northern,2019,11,6,670.82,117.75
Western,2019,11,6,1300.35,36.4
Southern,2019,11,6,580.74,64.27
Eastern,2019,11,6,480.63,37.92
NorthEastern,2019,11,6,35.52,18.37
Northern,2019,11,7,670.82,117.75
Western,2019,11,7,1300.35,36.4
Southern,2019,11,7,571.91,64.27
Eastern,2019,11,7,480.63,37.92
NorthEastern,2019,11,7,35.52,18.37
Northern,2019,11,8,657.39,117.75
Western,2019,11,8,1315.13,36.4
Southern,2019,11,8,571.91,64.27
Eastern,2019,11,8,484.24,37.92
NorthEastern,2019,11,8,34.95,18.37
Northern,2019,11,9,657.39,117.75
Western,2019,11,9,1315.13,36.4
Southern,2019,11,9,576.09,64.27
Eastern,2019,11,9,484.24,37.92
NorthEastern,2019,11,9,34.95,18.37
Northern,2019,11,10,647.61,117.75
Western,2019,11,10,1290.39,36.4
Southern,2019,11,10,576.09,64.27
Eastern,2019,11,10,474.57,37.92
NorthEastern,2019,11,10,34.95,18.37
Northern,2019,11,11,647.61,117.75
Western,2019,11,11,1290.39,36.4
Southern,2019,11,11,576.09,64.27
Eastern,2019,11,11,474.57,37.92
NorthEastern,2019,11,11,34.95,18.37
Northern,2019,11,12,646.97,117.75
Western,2019,11,12,1289.69,36.4
Southern,2019,11,12,576.09,64.27
Eastern,2019,11,12,471.22,37.92
NorthEastern,2019,11,12,34.95,18.37
Northern,2019,11,13,646.97,117.75
Western,2019,11,13,1289.69,36.4
Southern,2019,11,13,576.09,64.27
Eastern,2019,11,13,471.22,37.92
NorthEastern,2019,11,13,34.95,18.37
Northern,2019,11,14,646.97,117.75
Western,2019,11,14,1289.69,36.4
Southern,2019,11,14,576.09,64.27
Eastern,2019,11,14,471.22,37.92
NorthEastern,2019,11,14,34.95,18.37
Northern,2019,11,15,642.8,117.75
Western,2019,11,15,1276.96,36.4
Southern,2019,11,15,586.65,64.27
Eastern,2019,11,15,484.03,37.92
NorthEastern,2019,11,15,34.95,18.37
Northern,2019,11,16,642.8,117.75
Western,2019,11,16,1280.76,36.4
Southern,2019,11,16,586.65,64.27
Eastern,2019,11,16,474.7,37.92
NorthEastern,2019,11,16,34.95,18.37
Northern,2019,11,17,642.8,117.75
Western,2019,11,17,1283.32,36.4
Southern,2019,11,17,586.65,64.27
Eastern,2019,11,17,474.7,37.92
NorthEastern,2019,11,17,34.95,18.37
Northern,2019,11,18,640.72,117.75
Western,2019,11,18,1283.32,36.4
Southern,2019,11,18,586.65,64.27
Eastern,2019,11,18,474.7,37.92
NorthEastern,2019,11,18,34.95,18.37
Northern,2019,11,19,644.14,117.75
Western,2019,11,19,1280.76,36.4
Southern,2019,11,19,586.65,64.27
Eastern,2019,11,19,478.05,37.92
NorthEastern,2019,11,19,34.95,18.37
Northern,2019,11,20,644.14,117.75
Western,2019,11,20,1280.76,36.4
Southern,2019,11,20,590.29,64.27
Eastern,2019,11,20,478.05,37.92
NorthEastern,2019,11,20,34.95,18.37
Northern,2019,11,21,644.14,117.75
Western,2019,11,21,1280.76,36.4
Southern,2019,11,21,590.29,64.27
Eastern,2019,11,21,478.05,37.92
NorthEastern,2019,11,21,34.95,18.37
Northern,2019,11,22,644.89,117.75
Western,2019,11,22,1280.76,36.4
Southern,2019,11,22,590.29,64.27
Eastern,2019,11,22,478.05,37.92
NorthEastern,2019,11,22,34.95,18.37
Northern,2019,11,23,656.52,117.75
Western,2019,11,23,1280.76,36.4
Southern,2019,11,23,590.29,64.27
Eastern,2019,11,23,478.05,37.92
NorthEastern,2019,11,23,34.95,18.37
Northern,2019,11,24,656.16,117.75
Western,2019,11,24,1280.76,36.4
Southern,2019,11,24,590.29,64.27
Eastern,2019,11,24,474.7,37.92
NorthEastern,2019,11,24,34.95,18.37
Northern,2019,11,25,652.41,117.75
Western,2019,11,25,1280.76,36.4
Southern,2019,11,25,590.29,64.27
Eastern,2019,11,25,474.7,37.92
NorthEastern,2019,11,25,34.95,18.37
Northern,2019,11,26,659.61,117.75
Western,2019,11,26,1277.76,36.4
Southern,2019,11,26,603.49,64.27
Eastern,2019,11,26,474.7,37.92
NorthEastern,2019,11,26,34.95,18.37
Northern,2019,11,27,659.61,117.75
Western,2019,11,27,1277.76,36.4
Southern,2019,11,27,599.49,64.27
Eastern,2019,11,27,474.7,37.92
NorthEastern,2019,11,27,34.95,18.37
Northern,2019,11,28,659.61,117.75
Western,2019,11,28,1277.76,36.4
Southern,2019,11,28,599.49,64.27
Eastern,2019,11,28,474.7,37.92
NorthEastern,2019,11,28,34.95,18.37
Northern,2019,11,29,659.97,117.75
Western,2019,11,29,1277.76,36.4
Southern,2019,11,29,599.49,64.27
Eastern,2019,11,29,478.2,37.92
NorthEastern,2019,11,29,34.95,18.37
Northern,2019,11,30,659.97,117.75
Western,2019,11,30,1273.55,36.4
Southern,2019,11,30,599.49,64.27
Eastern,2019,11,30,478.2,37.92
NorthEastern,2019,11,30,34.95,18.37
Northern,2019,12,1,637.62,104.8
Western,2019,12,1,1272.14,33.35
Southern,2019,12,1,604.03,59.11
Eastern,2019,12,1,470.22,25.63
NorthEastern,2019,12,1,34.92,14.6
Northern,2019,12,2,637.72,104.8
Western,2019,12,2,1272.14,33.35
Southern,2019,12,2,604.03,59.11
Eastern,2019,12,2,464.6,25.63
NorthEastern,2019,12,2,34.92,14.6
Northern,2019,12,3,637.72,104.8
Western,2019,12,3,1269.64,33.35
Southern,2019,12,3,604.03,59.11
Eastern,2019,12,3,464.6,25.63
NorthEastern,2019,12,3,35.44,14.6
Northern,2019,12,4,639.36,104.8
Western,2019,12,4,1269.64,33.35
Southern,2019,12,4,604.03,59.11
Eastern,2019,12,4,467.64,25.63
NorthEastern,2019,12,4,35.44,14.6
Northern,2019,12,5,639.36,104.8
Western,2019,12,5,1269.64,33.35
Southern,2019,12,5,613.81,59.11
Eastern,2019,12,5,467.64,25.63
NorthEastern,2019,12,5,35.44,14.6
Northern,2019,12,6,639.36,104.8
Western,2019,12,6,1269.64,33.35
Southern,2019,12,6,613.81,59.11
Eastern,2019,12,6,486.52,25.63
NorthEastern,2019,12,6,35.44,14.6
Northern,2019,12,7,639.36,104.8
Western,2019,12,7,1269.64,33.35
Southern,2019,12,7,613.81,59.11
Eastern,2019,12,7,486.52,25.63
NorthEastern,2019,12,7,35.44,14.6
Northern,2019,12,8,639.36,104.8
Western,2019,12,8,1269.64,33.35
Southern,2019,12,8,613.81,59.11
Eastern,2019,12,8,486.52,25.63
NorthEastern,2019,12,8,35.44,14.6
Northern,2019,12,9,641.66,104.8
Western,2019,12,9,1269.64,33.35
Southern,2019,12,9,613.81,59.11
Eastern,2019,12,9,486.52,25.63
NorthEastern,2019,12,9,35.44,14.6
Northern,2019,12,10,632.96,104.8
Western,2019,12,10,1269.64,33.35
Southern,2019,12,10,613.81,59.11
Eastern,2019,12,10,490.61,25.63
NorthEastern,2019,12,10,35.44,14.6
Northern,2019,12,11,632.96,104.8
Western,2019,12,11,1269.64,33.35
Southern,2019,12,11,609.81,59.11
Eastern,2019,12,11,487.61,25.63
NorthEastern,2019,12,11,35.44,14.6
Northern,2019,12,12,632.96,104.8
Western,2019,12,12,1269.64,33.35
Southern,2019,12,12,622.71,59.11
Eastern,2019,12,12,487.61,25.63
NorthEastern,2019,12,12,35.44,14.6
Northern,2019,12,13,636.75,104.8
Western,2019,12,13,1269.64,33.35
Southern,2019,12,13,627.34,59.11
Eastern,2019,12,13,487.61,25.63
NorthEastern,2019,12,13,35.44,14.6
Northern,2019,12,14,628.64,104.8
Western,2019,12,14,1269.64,33.35
Southern,2019,12,14,624.03,59.11
Eastern,2019,12,14,487.61,25.63
NorthEastern,2019,12,14,35.44,14.6
Northern,2019,12,15,626.8,104.8
Western,2019,12,15,1283.14,33.35
Southern,2019,12,15,624.03,59.11
Eastern,2019,12,15,487.61,25.63
NorthEastern,2019,12,15,35.44,14.6
Northern,2019,12,16,646.42,104.8
Western,2019,12,16,1282.46,33.35
Southern,2019,12,16,630.85,59.11
Eastern,2019,12,16,487.61,25.63
NorthEastern,2019,12,16,35.44,14.6
Northern,2019,12,17,646.42,104.8
Western,2019,12,17,1282.46,33.35
Southern,2019,12,17,630.85,59.11
Eastern,2019,12,17,487.61,25.63
NorthEastern,2019,12,17,35.44,14.6
Northern,2019,12,18,650.57,104.8
Western,2019,12,18,1282.46,33.35
Southern,2019,12,18,630.85,59.11
Eastern,2019,12,18,487.61,25.63
NorthEastern,2019,12,18,35.44,14.6
Northern,2019,12,19,673.5,104.8
Western,2019,12,19,1283.14,33.35
Southern,2019,12,19,630.85,59.11
Eastern,2019,12,19,487.61,25.63
NorthEastern,2019,12,19,35.44,14.6
Northern,2019,12,20,675.92,104.8
Western,2019,12,20,1266.45,33.35
Southern,2019,12,20,630.85,59.11
Eastern,2019,12,20,487.65,25.63
NorthEastern,2019,12,20,35.44,14.6
Northern,2019,12,21,676.3,104.8
Western,2019,12,21,1280.89,33.35
Southern,2019,12,21,630.85,59.11
Eastern,2019,12,21,483.8,25.63
NorthEastern,2019,12,21,35.44,14.6
Northern,2019,12,22,676.3,104.8
Western,2019,12,22,1280.89,33.35
Southern,2019,12,22,630.85,59.11
Eastern,2019,12,22,483.8,25.63
NorthEastern,2019,12,22,35.44,14.6
Northern,2019,12,23,676.3,104.8
Western,2019,12,23,1280.89,33.35
Southern,2019,12,23,630.85,59.11
Eastern,2019,12,23,479.85,25.63
NorthEastern,2019,12,23,35.44,14.6
Northern,2019,12,24,676.3,104.8
Western,2019,12,24,1280.89,33.35
Southern,2019,12,24,630.85,59.11
Eastern,2019,12,24,479.85,25.63
NorthEastern,2019,12,24,35.44,14.6
Northern,2019,12,25,676.3,104.8
Western,2019,12,25,1280.89,33.35
Southern,2019,12,25,626.85,59.11
Eastern,2019,12,25,479.56,25.63
NorthEastern,2019,12,25,35.44,14.6
Northern,2019,12,26,685.97,104.8
Western,2019,12,26,1280.89,33.35
