Region,Year,Month,Day,Thermal Generation Actual (in MU),Thermal Generation Estimated (in MU),Hydro Generation Actual (in MU),Hydro Generation Estimated (in MU)
NorthEastern,2018,8,10,30.10,36.55,31.81,25.0
Northern,2018,8,11,655.94,670.00,327.74,315.08
Western,2018,8,11,"1,127.98","1,183.94",43.32,16.12
Southern,2018,8,11,610.87,445.82,84.41,118.22
Eastern,2018,8,11,430.87,449.78,77.99,81.85
NorthEastern,2018,8,11,30.10,32.16,31.81,23.75
Northern,2018,8,12,656.79,596.89,327.74,336.43
Western,2018,8,12,"1,127.98","1,141.18",43.32,14.2
Southern,2018,8,12,610.87,369.84,84.41,117.5
Eastern,2018,8,12,430.87,427.46,77.99,63.78
NorthEastern,2018,8,12,30.10,30.52,31.81,23.77
Northern,2018,8,13,657.67,629.39,327.74,309.32
Western,2018,8,13,"1,127.98","1,204.19",43.32,20.69
Southern,2018,8,13,610.87,390.39,84.41,138.84
Eastern,2018,8,13,430.87,432.54,77.99,65.0
NorthEastern,2018,8,13,30.10,30.71,31.81,24.11
Northern,2018,8,14,660.90,649.18,327.74,301.93
Western,2018,8,14,"1,127.98","1,247.33",43.32,32.93
Southern,2018,8,14,610.87,422.99,84.41,157.34
Eastern,2018,8,14,430.87,441.61,77.99,78.76
NorthEastern,2018,8,14,30.10,31.74,31.81,23.37
Northern,2018,8,15,660.90,578.89,327.74,336.9
Western,2018,8,15,"1,136.13","1,174.45",43.32,16.67
Southern,2018,8,15,597.37,377.84,84.41,139.81
Eastern,2018,8,15,423.84,412.94,77.99,69.09
NorthEastern,2018,8,15,30.10,31.50,31.81,23.36
Northern,2018,8,16,660.90,594.69,327.74,343.23
Western,2018,8,16,"1,135.88","1,167.52",43.32,19.76
Southern,2018,8,16,608.87,366.79,84.41,152.37
Eastern,2018,8,16,423.84,431.46,77.99,69.5
NorthEastern,2018,8,16,30.10,35.28,31.81,20.63
Northern,2018,8,17,660.90,616.72,327.74,356.42
Western,2018,8,17,"1,133.25","1,136.54",43.32,23.05
Southern,2018,8,17,605.37,378.49,84.41,157.05
Eastern,2018,8,17,423.84,457.02,77.99,75.28
NorthEastern,2018,8,17,30.10,35.43,31.81,22.95
Northern,2018,8,18,660.89,636.59,327.74,314.73
Western,2018,8,18,"1,147.25","1,153.62",43.32,20.79
Southern,2018,8,18,605.37,403.04,84.41,159.7
Eastern,2018,8,18,423.84,463.70,77.99,77.4
NorthEastern,2018,8,18,30.10,35.11,31.81,22.76
Northern,2018,8,19,658.54,574.75,327.74,346.64
Western,2018,8,19,"1,162.48","1,114.60",43.32,16.82
Southern,2018,8,19,608.83,373.17,84.41,158.05
Eastern,2018,8,19,423.84,432.60,77.99,79.54
NorthEastern,2018,8,19,30.10,35.00,31.81,21.13
Northern,2018,8,20,658.54,601.75,327.74,351.83
Western,2018,8,20,"1,159.17","1,137.21",43.32,22.48
Southern,2018,8,20,608.83,381.15,84.41,166.99
Eastern,2018,8,20,413.73,418.84,77.99,75.56
NorthEastern,2018,8,20,30.10,34.06,31.81,20.94
Northern,2018,8,21,659.25,639.59,327.74,358.83
Western,2018,8,21,"1,151.31","1,103.50",43.32,20.61
Southern,2018,8,21,608.83,399.00,84.41,159.18
Eastern,2018,8,21,415.73,442.74,77.99,82.45
NorthEastern,2018,8,21,30.10,34.15,31.81,21.18
Northern,2018,8,22,659.25,640.74,327.74,350.74
Western,2018,8,22,"1,163.35","1,085.88",43.32,20.63
Southern,2018,8,22,600.07,443.34,84.41,176.77
Eastern,2018,8,22,415.73,453.10,77.99,81.95
NorthEastern,2018,8,22,30.10,33.80,31.81,20.26
Northern,2018,8,23,657.25,589.80,327.74,319.46
Western,2018,8,23,"1,145.98","1,086.44",43.32,23.07
Southern,2018,8,23,613.62,483.46,84.41,180.97
Eastern,2018,8,23,419.40,444.75,77.99,85.95
NorthEastern,2018,8,23,30.10,25.96,31.81,21.75
Northern,2018,8,24,654.90,591.00,327.74,290.02
Western,2018,8,24,"1,141.85","1,118.11",43.32,25.67
Southern,2018,8,24,611.57,489.77,84.41,184.83
Eastern,2018,8,24,419.40,440.34,77.99,86.12
NorthEastern,2018,8,24,30.10,24.05,31.81,27.48
Northern,2018,8,25,654.90,583.58,327.74,337.77
Western,2018,8,25,"1,147.45","1,113.81",43.32,24.24
Southern,2018,8,25,611.57,493.43,84.41,179.97
Eastern,2018,8,25,419.40,400.78,77.99,79.81
NorthEastern,2018,8,25,30.10,24.47,31.81,27.28
Northern,2018,8,26,656.90,560.91,327.74,334.45
Western,2018,8,26,"1,150.62","1,026.11",43.32,31.29
Southern,2018,8,26,611.57,444.07,84.41,167.1
Eastern,2018,8,26,424.90,389.36,77.99,79.74
NorthEastern,2018,8,26,30.10,23.87,31.81,24.94
Northern,2018,8,27,659.25,591.06,327.74,353.1
Western,2018,8,27,"1,160.80","1,137.88",43.32,43.58
Southern,2018,8,27,611.57,454.14,84.41,172.11
Eastern,2018,8,27,424.90,411.18,77.99,79.67
NorthEastern,2018,8,27,30.10,24.47,31.81,26.2
Northern,2018,8,28,659.25,600.52,327.74,353.7
Western,2018,8,28,"1,161.67","1,172.05",43.32,41.92
Southern,2018,8,28,611.57,470.85,84.41,170.49
Eastern,2018,8,28,423.42,419.95,77.99,88.95
NorthEastern,2018,8,28,30.10,25.29,31.81,27.02
Northern,2018,8,29,669.47,592.21,327.74,346.08
Western,2018,8,29,"1,161.67","1,176.09",43.32,34.28
Southern,2018,8,29,611.57,483.90,84.41,182.71
Eastern,2018,8,29,423.42,421.45,77.99,88.7
NorthEastern,2018,8,29,30.10,26.14,31.81,24.22
Northern,2018,8,30,669.47,588.29,327.74,349.76
Western,2018,8,30,"1,189.67","1,176.64",43.32,26.77
Southern,2018,8,30,612.02,490.18,84.41,185.76
Eastern,2018,8,30,423.42,415.05,77.99,86.99
NorthEastern,2018,8,30,30.10,25.58,31.81,23.85
Northern,2018,9,1,668.23,572.74,257.18,351.88
Western,2018,9,1,"1,166.94","1,164.28",62.03,41.54
Southern,2018,9,1,608.37,465.85,95.33,195.55
Eastern,2018,9,1,418.45,412.97,79.0,85.57
NorthEastern,2018,9,1,30.22,24.28,31.18,24.45
Northern,2018,9,2,668.23,515.20,257.18,349.66
Western,2018,9,2,"1,166.94","1,089.73",62.03,35.87
Southern,2018,9,2,608.37,455.47,95.33,182.06
Eastern,2018,9,2,418.45,384.66,79.0,84.35
NorthEastern,2018,9,2,30.22,23.26,31.18,25.88
Northern,2018,9,3,668.23,481.95,257.18,356.62
Western,2018,9,3,"1,166.94","1,079.69",62.03,45.18
Southern,2018,9,3,608.37,520.26,95.33,177.28
Eastern,2018,9,3,418.45,405.33,79.0,83.05
NorthEastern,2018,9,3,30.22,24.30,31.18,24.57
Northern,2018,9,4,668.23,505.89,257.18,350.82
Western,2018,9,4,"1,170.43","1,113.02",62.03,45.81
Southern,2018,9,4,611.63,550.80,95.33,147.79
Eastern,2018,9,4,418.45,422.21,79.0,90.11
NorthEastern,2018,9,4,30.22,24.53,31.18,24.76
Northern,2018,9,5,663.73,520.26,257.18,360.04
Western,2018,9,5,"1,170.43","1,136.34",62.03,42.54
Southern,2018,9,5,611.63,537.43,95.33,134.62
Eastern,2018,9,5,433.26,425.18,79.0,93.14
NorthEastern,2018,9,5,30.22,23.94,31.18,24.32
Northern,2018,9,6,663.73,547.92,257.18,352.26
Western,2018,9,6,"1,170.43","1,148.85",62.03,29.35
Southern,2018,9,6,607.63,542.91,95.33,122.66
Eastern,2018,9,6,433.26,413.39,79.0,91.5
NorthEastern,2018,9,6,30.22,24.78,31.18,23.71
Northern,2018,9,7,667.36,540.58,257.18,352.15
Western,2018,9,7,"1,170.43","1,171.72",62.03,30.71
Southern,2018,9,7,611.13,546.58,95.33,134.13
Eastern,2018,9,7,433.26,414.15,79.0,94.13
NorthEastern,2018,9,7,30.22,26.68,31.18,23.55
Northern,2018,9,8,665.65,524.27,257.18,345.7
Western,2018,9,8,"1,159.43","1,167.67",62.03,40.94
Southern,2018,9,8,611.13,570.63,95.33,156.09
Eastern,2018,9,8,433.26,431.96,79.0,91.2
NorthEastern,2018,9,8,30.22,28.50,31.18,23.35
Northern,2018,9,9,665.65,521.77,257.18,341.86
Western,2018,9,9,"1,150.81","1,163.31",62.03,60.98
Southern,2018,9,9,608.00,593.76,95.33,158.73
Eastern,2018,9,9,433.26,446.75,79.0,94.09
NorthEastern,2018,9,9,30.22,28.51,31.18,22.79
Northern,2018,9,10,665.65,575.20,257.18,328.35
Western,2018,9,10,"1,150.81","1,241.10",62.03,74.56
Southern,2018,9,10,608.00,627.94,95.33,143.53
Eastern,2018,9,10,428.15,436.22,79.0,93.37
NorthEastern,2018,9,10,30.22,26.89,31.18,26.41
Northern,2018,9,11,665.65,609.14,257.18,328.21
Western,2018,9,11,"1,154.26","1,265.69",62.03,76.66
Southern,2018,9,11,608.00,655.91,95.33,119.98
Eastern,2018,9,11,431.25,429.86,79.0,95.96
NorthEastern,2018,9,11,30.22,25.14,31.18,29.3
Northern,2018,9,12,665.65,608.03,257.18,320.42
Western,2018,9,12,"1,154.26","1,280.70",62.03,51.78
Southern,2018,9,12,608.00,649.45,95.33,109.39
Eastern,2018,9,12,431.25,431.75,79.0,94.98
NorthEastern,2018,9,12,30.22,26.89,31.18,31.01
Northern,2018,9,13,670.59,612.35,257.18,307.21
Western,2018,9,13,"1,154.26","1,287.01",62.03,34.2
Southern,2018,9,13,616.72,632.67,95.33,91.11
Eastern,2018,9,13,431.25,440.92,79.0,90.88
NorthEastern,2018,9,13,30.22,32.14,31.18,29.63
Northern,2018,9,14,670.59,651.34,257.18,301.93
Western,2018,9,14,"1,156.38","1,326.22",62.03,51.42
Southern,2018,9,14,631.14,669.48,95.33,95.15
Eastern,2018,9,14,449.66,439.14,79.0,91.68
NorthEastern,2018,9,14,30.22,34.28,31.18,30.35
Northern,2018,9,15,667.38,681.46,257.18,283.36
Western,2018,9,15,"1,166.01","1,328.39",62.03,56.73
Southern,2018,9,15,631.14,680.96,95.33,106.0
Eastern,2018,9,15,449.66,439.53,79.0,93.84
NorthEastern,2018,9,15,30.22,32.37,31.18,30.69
Northern,2018,9,16,667.38,726.81,257.18,255.44
Western,2018,9,16,"1,168.74","1,330.25",62.03,39.35
Southern,2018,9,16,631.14,640.53,95.33,93.52
Eastern,2018,9,16,456.40,433.39,79.0,89.94
NorthEastern,2018,9,16,30.22,31.13,31.18,29.5
Northern,2018,9,17,667.38,758.82,257.18,249.07
Western,2018,9,17,"1,168.74","1,331.84",62.03,42.36
Southern,2018,9,17,631.14,611.05,95.33,93.57
Eastern,2018,9,17,456.40,429.61,79.0,90.95
NorthEastern,2018,9,17,30.22,32.52,31.18,26.9
Northern,2018,9,18,666.50,776.69,257.18,238.26
Western,2018,9,18,"1,166.43","1,346.55",62.03,44.76
Southern,2018,9,18,631.14,597.46,95.33,76.29
Eastern,2018,9,18,456.40,440.48,79.0,93.44
NorthEastern,2018,9,18,30.22,32.25,31.18,26.34
Northern,2018,9,19,666.50,775.72,257.18,242.8
Western,2018,9,19,"1,169.35","1,348.95",62.03,40.72
Southern,2018,9,19,631.14,620.16,95.33,87.21
Eastern,2018,9,19,456.40,443.39,79.0,93.54
NorthEastern,2018,9,19,30.22,28.40,31.18,24.29
Northern,2018,9,20,656.61,761.68,257.18,242.38
Western,2018,9,20,"1,169.35","1,336.26",62.03,39.39
Southern,2018,9,20,631.14,641.94,95.33,105.19
Eastern,2018,9,20,456.40,430.71,79.0,87.46
NorthEastern,2018,9,20,30.22,26.57,31.18,23.08
Northern,2018,9,21,656.61,725.84,257.18,246.37
Western,2018,9,21,"1,169.35","1,294.60",62.03,26.24
Southern,2018,9,21,631.54,609.09,95.33,87.94
Eastern,2018,9,21,456.40,386.48,79.0,87.19
NorthEastern,2018,9,21,30.22,27.10,31.18,23.37
Northern,2018,9,22,656.61,546.35,257.18,258.63
Western,2018,9,22,"1,189.57","1,174.42",62.03,33.31
Southern,2018,9,22,630.87,607.72,95.33,105.9
Eastern,2018,9,22,456.40,402.19,79.0,90.41
NorthEastern,2018,9,22,30.22,27.75,31.18,22.72
Northern,2018,9,23,657.49,459.46,257.18,285.03
Western,2018,9,23,"1,189.57","1,121.92",62.03,57.7
Southern,2018,9,23,641.37,628.28,95.33,97.0
Eastern,2018,9,23,456.40,412.32,79.0,97.01
NorthEastern,2018,9,23,30.22,27.51,31.18,22.96
Northern,2018,9,24,657.49,476.06,257.18,317.83
Western,2018,9,24,"1,189.57","1,200.82",62.03,56.6
Southern,2018,9,24,641.37,669.62,95.33,107.18
Eastern,2018,9,24,456.40,409.62,79.0,92.63
NorthEastern,2018,9,24,30.22,28.68,31.18,24.09
Northern,2018,9,25,661.99,535.65,257.18,297.54
Western,2018,9,25,"1,192.31","1,241.03",62.03,60.22
Southern,2018,9,25,641.37,667.33,95.33,98.91
Eastern,2018,9,25,462.23,411.31,79.0,91.72
NorthEastern,2018,9,25,30.22,27.49,31.18,27.15
Northern,2018,9,26,661.99,582.01,257.18,294.4
Western,2018,9,26,"1,213.93","1,286.24",62.03,50.95
Southern,2018,9,26,641.37,652.26,95.33,96.63
Eastern,2018,9,26,462.23,423.29,79.0,86.24
NorthEastern,2018,9,26,30.22,28.84,31.18,25.74
Northern,2018,9,27,661.99,644.17,257.18,284.1
Western,2018,9,27,"1,213.93","1,274.07",62.03,57.41
Southern,2018,9,27,641.37,644.39,95.33,95.98
Eastern,2018,9,27,466.73,422.83,79.0,84.01
NorthEastern,2018,9,27,30.22,27.92,31.18,24.67
Northern,2018,9,28,661.99,684.78,257.18,267.54
Western,2018,9,28,"1,213.93","1,280.45",62.03,52.68
Southern,2018,9,28,641.37,664.65,95.33,94.73
Eastern,2018,9,28,466.73,423.77,79.0,90.62
NorthEastern,2018,9,28,30.22,29.44,31.18,23.49
Northern,2018,9,29,661.99,717.95,257.18,261.58
Western,2018,9,29,"1,213.93","1,289.91",62.03,44.01
Southern,2018,9,29,641.37,658.84,95.33,89.58
Eastern,2018,9,29,466.73,418.95,79.0,89.88
NorthEastern,2018,9,29,30.22,29.21,31.18,23.06
Northern,2018,9,30,661.99,709.58,257.18,256.07
Western,2018,9,30,"1,213.93","1,256.40",62.03,49.78
Southern,2018,9,30,641.37,638.37,95.33,92.04
Eastern,2018,9,30,467.79,397.99,79.0,87.53
NorthEastern,2018,9,30,30.22,28.98,31.18,21.61
Northern,2018,10,1,647.58,761.93,153.81,243.36
Western,2018,10,1,"1,221.79","1,312.85",40.2,35.69
Southern,2018,10,1,632.48,615.65,74.8,102.26
Eastern,2018,10,1,485.84,409.69,55.26,81.87
NorthEastern,2018,10,1,31.58,27.14,21.86,21.0
Northern,2018,10,2,647.58,755.16,153.81,238.66
Western,2018,10,2,"1,232.47","1,283.34",40.2,36.96
Southern,2018,10,2,632.48,612.44,74.8,81.61
Eastern,2018,10,2,485.84,414.87,55.26,83.32
NorthEastern,2018,10,2,31.58,29.06,21.86,20.35
Northern,2018,10,3,647.58,790.07,153.81,240.81
Western,2018,10,3,"1,232.47","1,325.10",40.2,36.38
Southern,2018,10,3,628.48,633.93,74.8,102.74
Eastern,2018,10,3,485.84,428.21,55.26,89.56
NorthEastern,2018,10,3,31.58,29.26,21.86,21.54
Northern,2018,10,4,647.58,813.52,153.81,233.89
Western,2018,10,4,"1,232.47","1,345.91",40.2,41.97
Southern,2018,10,4,628.48,604.64,74.8,102.7
Eastern,2018,10,4,485.84,420.27,55.26,90.78
NorthEastern,2018,10,4,31.58,30.73,21.86,20.39
Northern,2018,10,5,650.77,801.68,153.81,229.77
Western,2018,10,5,"1,232.47","1,330.33",40.2,38.67
Southern,2018,10,5,628.48,621.60,74.8,95.98
Eastern,2018,10,5,485.84,418.07,55.26,94.16
NorthEastern,2018,10,5,31.58,30.84,21.86,19.32
Northern,2018,10,6,650.77,768.30,153.81,224.34
Western,2018,10,6,"1,232.47","1,335.65",40.2,42.78
Southern,2018,10,6,632.56,615.93,74.8,99.0
Eastern,2018,10,6,485.84,427.52,55.26,93.8
NorthEastern,2018,10,6,31.58,30.35,21.86,19.52
Northern,2018,10,7,650.77,742.31,153.81,218.76
Western,2018,10,7,"1,232.47","1,319.45",40.2,40.21
Southern,2018,10,7,632.56,608.78,74.8,84.85
Eastern,2018,10,7,485.84,440.85,55.26,89.65
NorthEastern,2018,10,7,31.58,30.26,21.86,18.63
Northern,2018,10,8,650.77,775.52,153.81,209.2
Western,2018,10,8,"1,246.64","1,315.81",40.2,63.66
Southern,2018,10,8,632.56,638.85,74.8,109.66
Eastern,2018,10,8,485.84,467.98,55.26,85.83
NorthEastern,2018,10,8,31.58,31.64,21.86,17.62
Northern,2018,10,9,653.12,772.09,153.81,203.79
Western,2018,10,9,"1,246.64","1,318.28",40.2,68.15
Southern,2018,10,9,632.56,629.48,74.8,110.97
Eastern,2018,10,9,485.84,467.88,55.26,82.3
NorthEastern,2018,10,9,31.58,31.35,21.86,17.62
Northern,2018,10,10,653.12,802.30,153.81,207.83
Western,2018,10,10,"1,246.64","1,330.67",40.2,43.31
Southern,2018,10,10,632.56,618.37,74.8,115.78
Eastern,2018,10,10,485.84,485.95,55.26,75.28
NorthEastern,2018,10,10,31.58,32.13,21.86,17.13
Northern,2018,10,11,653.12,742.60,153.81,201.39
Western,2018,10,11,"1,246.64","1,362.35",40.2,27.52
Southern,2018,10,11,637.18,608.11,74.8,104.73
Eastern,2018,10,11,485.84,451.91,55.26,67.25
NorthEastern,2018,10,11,31.58,32.13,21.86,16.58
Northern,2018,10,12,650.64,689.40,153.81,196.9
Western,2018,10,12,"1,246.64","1,361.24",40.2,23.75
Southern,2018,10,12,637.78,635.39,74.8,128.36
Eastern,2018,10,12,485.84,447.86,55.26,64.59
NorthEastern,2018,10,12,31.58,31.08,21.86,17.57
Northern,2018,10,13,652.27,669.66,153.81,189.58
Western,2018,10,13,"1,250.27","1,345.94",40.2,20.94
Southern,2018,10,13,637.78,631.52,74.8,132.0
Eastern,2018,10,13,481.42,470.32,55.26,60.76
NorthEastern,2018,10,13,31.58,31.29,21.86,18.31
Northern,2018,10,14,652.27,623.41,153.81,186.28
Western,2018,10,14,"1,250.27","1,323.98",40.2,21.47
Southern,2018,10,14,637.78,628.10,74.8,111.61
Eastern,2018,10,14,481.42,479.66,55.26,66.54
NorthEastern,2018,10,14,31.58,31.06,21.86,19.98
Northern,2018,10,15,648.53,658.97,153.81,180.11
Western,2018,10,15,"1,250.27","1,365.58",40.2,31.94
Southern,2018,10,15,636.21,650.71,74.8,99.79
Eastern,2018,10,15,481.42,477.19,55.26,69.69
NorthEastern,2018,10,15,31.58,32.18,21.86,19.22
Northern,2018,10,16,641.27,696.22,153.81,185.2
Western,2018,10,16,"1,250.27","1,349.64",40.2,39.05
Southern,2018,10,16,630.12,638.28,74.8,93.96
Eastern,2018,10,16,481.42,477.09,55.26,62.58
NorthEastern,2018,10,16,31.58,32.06,21.86,19.37
Northern,2018,10,17,641.27,704.89,153.81,179.93
Western,2018,10,17,"1,250.27","1,345.88",40.2,32.02
Southern,2018,10,17,630.12,618.55,74.8,79.11
Eastern,2018,10,17,484.42,478.79,55.26,64.36
NorthEastern,2018,10,17,31.58,28.97,21.86,17.14
Northern,2018,10,18,641.27,695.58,153.81,177.17
Western,2018,10,18,"1,250.27","1,292.18",40.2,27.71
Southern,2018,10,18,630.12,567.83,74.8,63.63
Eastern,2018,10,18,484.42,483.23,55.26,66.41
NorthEastern,2018,10,18,31.58,32.20,21.86,16.35
Northern,2018,10,19,645.59,671.21,153.81,173.77
Western,2018,10,19,"1,247.52","1,298.47",40.2,29.58
Southern,2018,10,19,630.12,564.46,74.8,68.38
Eastern,2018,10,19,484.42,469.26,55.26,65.08
NorthEastern,2018,10,19,31.58,33.32,21.86,15.56
Northern,2018,10,20,647.59,657.07,153.81,172.74
Western,2018,10,20,"1,247.52","1,345.47",40.2,31.8
Southern,2018,10,20,630.12,578.73,74.8,82.82
Eastern,2018,10,20,484.42,463.89,55.26,70.54
NorthEastern,2018,10,20,31.58,34.03,21.86,15.62
Northern,2018,10,21,645.29,665.63,153.81,168.73
Western,2018,10,21,"1,247.52","1,331.81",40.2,32.33
Southern,2018,10,21,630.42,571.12,74.8,80.25
Eastern,2018,10,21,484.42,453.43,55.26,66.66
NorthEastern,2018,10,21,31.58,38.04,21.86,15.22
Northern,2018,10,22,645.29,669.64,153.81,163.98
Western,2018,10,22,"1,247.52","1,370.10",40.2,37.29
Southern,2018,10,22,630.42,578.75,74.8,109.89
Eastern,2018,10,22,484.42,452.26,55.26,70.38
NorthEastern,2018,10,22,31.58,35.56,21.86,16.01
Northern,2018,10,23,645.66,694.64,153.81,165.73
Western,2018,10,23,"1,247.52","1,387.70",40.2,32.15
Southern,2018,10,23,630.42,588.86,74.8,109.68
Eastern,2018,10,23,484.42,455.06,55.26,67.69
NorthEastern,2018,10,23,31.58,31.15,21.86,15.35
Northern,2018,10,24,646.14,692.44,153.81,160.8
Western,2018,10,24,"1,247.52","1,393.40",40.2,30.24
Southern,2018,10,24,630.42,604.77,74.8,96.64
Eastern,2018,10,24,484.42,449.08,55.26,68.62
NorthEastern,2018,10,24,31.58,31.27,21.86,15.08
Northern,2018,10,25,646.14,691.85,153.81,160.72
Western,2018,10,25,"1,247.52","1,390.56",40.2,28.31
Southern,2018,10,25,633.56,609.07,74.8,95.26
Eastern,2018,10,25,484.42,446.89,55.26,60.66
NorthEastern,2018,10,25,31.58,31.66,21.86,15.11
Northern,2018,10,26,646.14,681.23,153.81,154.9
Western,2018,10,26,"1,258.44","1,358.71",40.2,25.11
Southern,2018,10,26,646.73,594.18,74.8,89.6
Eastern,2018,10,26,484.42,449.66,55.26,60.67
NorthEastern,2018,10,26,31.58,32.14,21.86,15.18
Northern,2018,10,27,646.14,665.25,153.81,156.3
Western,2018,10,27,"1,258.44","1,361.94",40.2,22.58
Southern,2018,10,27,646.73,586.84,74.8,87.32
Eastern,2018,10,27,484.42,454.06,55.26,57.68
NorthEastern,2018,10,27,31.58,33.01,21.86,14.17
Northern,2018,10,28,646.14,629.50,153.81,157.75
Western,2018,10,28,"1,258.44","1,287.20",40.2,14.94
Southern,2018,10,28,646.73,584.23,74.8,80.39
Eastern,2018,10,28,484.42,451.77,55.26,49.28
NorthEastern,2018,10,28,31.58,33.75,21.86,12.85
Northern,2018,10,29,648.71,644.40,153.81,155.78
Western,2018,10,29,"1,262.44","1,330.91",40.2,22.3
Southern,2018,10,29,646.73,592.20,74.8,101.62
Eastern,2018,10,29,482.31,453.45,55.26,53.02
NorthEastern,2018,10,29,31.58,37.58,21.86,13.21
Northern,2018,10,30,649.02,658.65,153.81,156.97
Western,2018,10,30,"1,262.44","1,338.00",40.2,22.64
Southern,2018,10,30,646.73,598.76,74.8,108.71
Eastern,2018,10,30,482.31,454.38,55.26,58.07
NorthEastern,2018,10,30,31.58,38.58,21.86,13.08
Northern,2018,10,31,657.02,662.95,153.81,152.14
Western,2018,10,31,"1,262.44","1,344.11",40.2,27.64
Southern,2018,10,31,647.42,603.39,74.8,93.34
Eastern,2018,10,31,482.31,471.80,55.26,58.0
NorthEastern,2018,10,31,31.58,37.51,21.86,13.42
Northern,2018,11,1,655.95,682.75,115.79,145.74
Western,2018,11,1,"1,243.87","1,330.75",40.29,25.1
Southern,2018,11,1,625.78,608.55,59.93,85.6
Eastern,2018,11,1,482.39,485.87,31.2,46.03
NorthEastern,2018,11,1,31.75,36.11,14.37,11.71
Northern,2018,11,2,659.28,691.00,115.79,147.91
Western,2018,11,2,"1,243.87","1,334.26",40.29,33.93
Southern,2018,11,2,629.85,590.93,59.93,82.09
Eastern,2018,11,2,482.39,488.04,31.2,48.42
NorthEastern,2018,11,2,31.75,33.82,14.37,10.96
Northern,2018,11,3,659.42,666.76,115.79,154.84
Western,2018,11,3,"1,243.87","1,321.97",40.29,40.64
Southern,2018,11,3,629.85,562.06,59.93,74.83
Eastern,2018,11,3,482.39,485.63,31.2,51.03
NorthEastern,2018,11,3,31.75,34.16,14.37,8.97
Northern,2018,11,4,661.61,611.83,115.79,161.99
Western,2018,11,4,"1,243.87","1,261.15",40.29,40.56
Southern,2018,11,4,631.44,541.58,59.93,64.38
Eastern,2018,11,4,482.39,479.00,31.2,50.7
NorthEastern,2018,11,4,31.75,33.98,14.37,8.56
Northern,2018,11,5,662.15,659.36,115.79,160.73
Western,2018,11,5,"1,243.17","1,293.61",40.29,23.35
Southern,2018,11,5,631.44,581.45,59.93,83.91
Eastern,2018,11,5,484.51,478.04,31.2,48.55
NorthEastern,2018,11,5,31.75,33.84,14.37,10.3
Northern,2018,11,6,650.55,663.89,115.79,159.52
Western,2018,11,6,"1,243.17","1,263.29",40.29,15.87
Southern,2018,11,6,630.96,562.82,59.93,84.12
Eastern,2018,11,6,484.51,477.69,31.2,40.83
NorthEastern,2018,11,6,31.75,32.87,14.37,8.66
Northern,2018,11,7,650.55,606.15,115.79,153.25
Western,2018,11,7,"1,243.17","1,179.01",40.29,8.7
Southern,2018,11,7,630.96,519.67,59.93,59.51
Eastern,2018,11,7,488.93,451.88,31.2,36.97
NorthEastern,2018,11,7,31.75,35.95,14.37,7.95
Northern,2018,11,8,650.55,525.83,115.79,156.09
Western,2018,11,8,"1,243.17","1,119.23",40.29,8.23
Southern,2018,11,8,630.96,524.05,59.93,64.03
Eastern,2018,11,8,488.93,458.67,31.2,36.89
NorthEastern,2018,11,8,31.75,37.02,14.37,7.6
Northern,2018,11,9,643.92,556.39,115.79,155.89
Western,2018,11,9,"1,243.17","1,167.11",40.29,10.91
Southern,2018,11,9,620.83,546.78,59.93,85.46
Eastern,2018,11,9,488.93,463.75,31.2,32.92
NorthEastern,2018,11,9,31.75,37.62,14.37,7.65
Northern,2018,11,10,629.42,584.24,115.79,155.79
Western,2018,11,10,"1,243.17","1,215.00",40.29,10.67
Southern,2018,11,10,619.23,566.44,59.93,85.58
Eastern,2018,11,10,478.82,455.26,31.2,35.24
NorthEastern,2018,11,10,31.75,38.15,14.37,7.92
Northern,2018,11,11,624.02,597.65,115.79,151.54
Western,2018,11,11,"1,243.17","1,216.99",40.29,13.37
Southern,2018,11,11,619.23,569.17,59.93,64.36
Eastern,2018,11,11,481.92,446.18,31.2,33.71
NorthEastern,2018,11,11,31.75,38.40,14.37,8.08
Northern,2018,11,12,624.02,607.00,115.79,149.34
Western,2018,11,12,"1,243.17","1,237.43",40.29,19.92
Southern,2018,11,12,619.23,602.01,59.93,87.27
Eastern,2018,11,12,471.04,472.94,31.2,32.97
NorthEastern,2018,11,12,31.75,35.05,14.37,8.01
Northern,2018,11,13,624.02,623.76,115.79,146.57
Western,2018,11,13,"1,243.17","1,262.10",40.29,20.41
Southern,2018,11,13,619.23,610.33,59.93,83.38
Eastern,2018,11,13,471.04,463.25,31.2,36.72
NorthEastern,2018,11,13,31.75,37.32,14.37,7.93
Northern,2018,11,14,624.02,618.02,115.79,144.74
Western,2018,11,14,"1,242.38","1,264.35",40.29,18.98
Southern,2018,11,14,619.23,613.06,59.93,83.53
Eastern,2018,11,14,471.04,455.28,31.2,38.92
NorthEastern,2018,11,14,31.75,37.08,14.37,8.05
